Country,Indicator,Gender,Age,Poverty_Rating,Residence,Maternal_Education,Year,Observation_Value
Indonesia,Mean BMI-for-age, Male, 12 to 23 months old,Poor,Suburban,No education,2004-01-01,-0.5
Indonesia,Mean BMI-for-age, Male, 12 to 23 months old,Poor,Suburban,No education,2007-01-01,-0.0
Indonesia,Mean BMI-for-age, Male, 12 to 23 months old,Poor,Suburban,No education,2010-01-01,0.1
Indonesia,Mean BMI-for-age, Male, 12 to 23 months old,Poor,Suburban,No education,2013-01-01,-0.2
Indonesia,Mean BMI-for-age, Male, 18 to 23 months old,Poor,Suburban,No education,2000-01-01,-0.2
Indonesia,Mean BMI-for-age, Male, 18 to 23 months old,Poor,Suburban,No education,2001-01-01,-0.2
Indonesia,Mean BMI-for-age, Male, 18 to 23 months old,Poor,Suburban,No education,2004-01-01,-0.4
Indonesia,Mean BMI-for-age, Male, 24 to 29 months old,Poor,Suburban,No education,2000-01-01,-0.2
Indonesia,Mean BMI-for-age, Male, 24 to 29 months old,Poor,Suburban,No education,2001-01-01,-0.2
Indonesia,Mean BMI-for-age, Male, 24 to 29 months old,Poor,Suburban,No education,2004-01-01,-0.4
Indonesia,Mean BMI-for-age, Male, 24 to 35 months old,Poor,Suburban,No education,2000-01-01,-0.2
Indonesia,Mean BMI-for-age, Male, 24 to 35 months old,Poor,Suburban,No education,2001-01-01,-0.2
Indonesia,Mean BMI-for-age, Male, 24 to 35 months old,Poor,Suburban,No education,2004-01-01,-0.3
Indonesia,Mean BMI-for-age, Male, 24 to 35 months old,Poor,Suburban,No education,2007-01-01,-0.1
Indonesia,Mean BMI-for-age, Male, 24 to 35 months old,Poor,Suburban,No education,2010-01-01,0.0
Indonesia,Mean BMI-for-age, Male, 24 to 35 months old,Poor,Suburban,No education,2013-01-01,-0.1
Indonesia,Mean BMI-for-age, Male, 24 to 59 months old,Poor,Suburban,No education,2000-01-01,-0.2
Indonesia,Mean BMI-for-age, Male, 24 to 59 months old,Poor,Suburban,No education,2001-01-01,-0.2
Indonesia,Mean BMI-for-age, Male, 24 to 59 months old,Poor,Suburban,No education,2004-01-01,-0.4
Indonesia,Mean BMI-for-age, Male, 30 to 35 months old,Poor,Suburban,No education,2000-01-01,-0.1
Indonesia,Mean BMI-for-age, Male, 30 to 35 months old,Poor,Suburban,No education,2001-01-01,-0.2
Indonesia,Mean BMI-for-age, Male, 30 to 35 months old,Poor,Suburban,No education,2004-01-01,-0.1
Indonesia,Mean BMI-for-age, Male, 36 to 41 months old,Poor,Suburban,No education,2000-01-01,-0.1
Indonesia,Mean BMI-for-age, Male, 36 to 41 months old,Poor,Suburban,No education,2001-01-01,-0.2
Indonesia,Mean BMI-for-age, Male, 36 to 41 months old,Poor,Suburban,No education,2004-01-01,-0.5
Indonesia,Mean BMI-for-age, Male, 36 to 47 months old,Poor,Suburban,No education,2000-01-01,-0.1
Indonesia,Mean BMI-for-age, Male, 36 to 47 months old,Poor,Suburban,No education,2001-01-01,-0.2
Indonesia,Mean BMI-for-age, Male, 36 to 47 months old,Poor,Suburban,No education,2004-01-01,-0.4
Indonesia,Mean BMI-for-age, Male, 36 to 47 months old,Poor,Suburban,No education,2007-01-01,-0.1
Indonesia,Mean BMI-for-age, Male, 36 to 47 months old,Poor,Suburban,No education,2010-01-01,0.1
Indonesia,Mean BMI-for-age, Male, 36 to 47 months old,Poor,Suburban,No education,2013-01-01,-0.0
Indonesia,Mean BMI-for-age, Male, 42 to 47 months old,Poor,Suburban,No education,2000-01-01,-0.2
Indonesia,Mean BMI-for-age, Male, 42 to 47 months old,Poor,Suburban,No education,2001-01-01,-0.2
Indonesia,Mean BMI-for-age, Male, 42 to 47 months old,Poor,Suburban,No education,2004-01-01,-0.2
Indonesia,Mean BMI-for-age, Male, 48 to 53 months old,Poor,Suburban,No education,2000-01-01,-0.2
Indonesia,Mean BMI-for-age, Male, 48 to 53 months old,Poor,Suburban,No education,2001-01-01,-0.3
Indonesia,Mean BMI-for-age, Male, 48 to 53 months old,Poor,Suburban,No education,2004-01-01,-0.5
Indonesia,Mean BMI-for-age, Male, 48 to 59 months old,Poor,Suburban,No education,2000-01-01,-0.3
Indonesia,Mean BMI-for-age, Male, 48 to 59 months old,Poor,Suburban,No education,2001-01-01,-0.3
Indonesia,Mean BMI-for-age, Male, 48 to 59 months old,Poor,Suburban,No education,2004-01-01,-0.5
Indonesia,Mean BMI-for-age, Male, 48 to 59 months old,Poor,Suburban,No education,2007-01-01,-0.1
Indonesia,Mean BMI-for-age, Male, 48 to 59 months old,Poor,Suburban,No education,2010-01-01,0.1
Indonesia,Mean BMI-for-age, Male, 48 to 59 months old,Poor,Suburban,No education,2013-01-01,-0.0
Indonesia,Mean BMI-for-age, Male, 54 to 59 months old,Poor,Suburban,No education,2000-01-01,-0.3
Indonesia,Mean BMI-for-age, Male, 54 to 59 months old,Poor,Suburban,No education,2001-01-01,-0.3
Indonesia,Mean BMI-for-age, Male, 54 to 59 months old,Poor,Suburban,No education,2004-01-01,-0.5
Indonesia,Mean BMI-for-age, Male, 6 to 11 months old,Poor,Suburban,No education,2000-01-01,-0.3
Indonesia,Mean BMI-for-age, Male, 6 to 11 months old,Poor,Suburban,No education,2001-01-01,-0.3
Indonesia,Mean BMI-for-age, Male, 6 to 11 months old,Poor,Suburban,No education,2004-01-01,-0.6
Indonesia,Mean BMI-for-age, Male, 6 to 11 months old,Poor,Suburban,No education,2007-01-01,-0.1
Indonesia,Mean BMI-for-age, Male, 6 to 11 months old,Poor,Suburban,No education,2010-01-01,-0.1
Indonesia,Mean BMI-for-age, Male, 6 to 11 months old,Poor,Suburban,No education,2013-01-01,-0.3
Indonesia,Mean BMI-for-age, Male, Under 5 years old,Poor,Suburban,No education,2000-01-01,-0.2
Indonesia,Mean BMI-for-age, Male, Under 5 years old,Poor,Suburban,No education,2001-01-01,-0.2
Indonesia,Mean BMI-for-age, Male, Under 5 years old,Poor,Suburban,No education,2004-01-01,-0.4
Indonesia,Mean BMI-for-age, Male, Under 5 years old,Poor,Suburban,No education,2007-01-01,-0.1
Indonesia,Mean BMI-for-age, Male, Under 5 years old,Poor,Suburban,No education,2010-01-01,0.1
Indonesia,Mean BMI-for-age, Male, Under 5 years old,Poor,Suburban,No education,2013-01-01,-0.1
Indonesia,Mean BMI-for-age, Total, Under 12 months old,Poor,Suburban,No education,2000-01-01,-0.3
Indonesia,Mean BMI-for-age, Total, Under 12 months old,Poor,Suburban,No education,2001-01-01,-0.2
Indonesia,Mean BMI-for-age, Total, Under 12 months old,Poor,Suburban,No education,2004-01-01,-0.4
Indonesia,Mean BMI-for-age, Total, Under 24 months old,Poor,Suburban,No education,2000-01-01,-0.3
Indonesia,Mean BMI-for-age, Total, Under 24 months old,Poor,Suburban,No education,2001-01-01,-0.2
Indonesia,Mean BMI-for-age, Total, Under 24 months old,Poor,Suburban,No education,2004-01-01,-0.5
Indonesia,Mean BMI-for-age, Total, Under 6 months old,Poor,Suburban,No education,2000-01-01,-0.3
Indonesia,Mean BMI-for-age, Total, Under 6 months old,Poor,Suburban,No education,2001-01-01,-0.2
Indonesia,Mean BMI-for-age, Total, Under 6 months old,Poor,Suburban,No education,2004-01-01,-0.3
Indonesia,Mean BMI-for-age, Total, Under 6 months old,Poor,Suburban,No education,2007-01-01,-0.1
Indonesia,Mean BMI-for-age, Total, Under 6 months old,Poor,Suburban,No education,2010-01-01,-0.1
Indonesia,Mean BMI-for-age, Total, Under 6 months old,Poor,Suburban,No education,2013-01-01,-0.0
Indonesia,Mean BMI-for-age, Total, 12 to 17 months old,Poor,Suburban,No education,2000-01-01,-0.3
Indonesia,Mean BMI-for-age, Total, 12 to 17 months old,Poor,Suburban,No education,2001-01-01,-0.2
Indonesia,Mean BMI-for-age, Total, 12 to 17 months old,Poor,Suburban,No education,2004-01-01,-0.4
Indonesia,Mean BMI-for-age, Total, 12 to 23 months old,Poor,Suburban,No education,2000-01-01,-0.2
Indonesia,Mean BMI-for-age, Total, 12 to 23 months old,Poor,Suburban,No education,2001-01-01,-0.2
Indonesia,Mean BMI-for-age, Total, 12 to 23 months old,Poor,Suburban,No education,2004-01-01,-0.5
Indonesia,Mean BMI-for-age, Total, 12 to 23 months old,Poor,Suburban,No education,2007-01-01,-0.0
Indonesia,Mean BMI-for-age, Total, 12 to 23 months old,Poor,Suburban,No education,2010-01-01,0.1
Indonesia,Mean BMI-for-age, Total, 12 to 23 months old,Poor,Suburban,No education,2013-01-01,-0.1
Indonesia,Mean BMI-for-age, Total, 18 to 23 months old,Poor,Suburban,No education,2000-01-01,-0.2
Indonesia,Mean BMI-for-age, Total, 18 to 23 months old,Poor,Suburban,No education,2001-01-01,-0.2
Indonesia,Mean BMI-for-age, Total, 18 to 23 months old,Poor,Suburban,No education,2004-01-01,-0.5
Indonesia,Mean BMI-for-age, Total, 24 to 29 months old,Poor,Suburban,No education,2000-01-01,-0.2
Indonesia,Mean BMI-for-age, Total, 24 to 29 months old,Poor,Suburban,No education,2001-01-01,-0.2
Indonesia,Mean BMI-for-age, Total, 24 to 29 months old,Poor,Suburban,No education,2004-01-01,-0.4
Indonesia,Mean BMI-for-age, Total, 24 to 35 months old,Poor,Suburban,No education,2000-01-01,-0.2
Indonesia,Mean BMI-for-age, Total, 24 to 35 months old,Poor,Suburban,No education,2001-01-01,-0.2
Indonesia,Mean BMI-for-age, Total, 24 to 35 months old,Poor,Suburban,No education,2004-01-01,-0.4
Indonesia,Mean BMI-for-age, Total, 24 to 35 months old,Poor,Suburban,No education,2007-01-01,-0.1
Indonesia,Mean BMI-for-age, Total, 24 to 35 months old,Poor,Suburban,No education,2010-01-01,0.1
Indonesia,Mean BMI-for-age, Total, 24 to 35 months old,Poor,Suburban,No education,2013-01-01,-0.1
Indonesia,Mean BMI-for-age, Total, 24 to 59 months old,Poor,Suburban,No education,2000-01-01,-0.2
Indonesia,Mean BMI-for-age, Total, 24 to 59 months old,Poor,Suburban,No education,2001-01-01,-0.3
Indonesia,Mean BMI-for-age, Total, 24 to 59 months old,Poor,Suburban,No education,2004-01-01,-0.5
Indonesia,Mean BMI-for-age, Total, 30 to 35 months old,Poor,Suburban,No education,2000-01-01,-0.1
Indonesia,Mean BMI-for-age, Total, 30 to 35 months old,Poor,Suburban,No education,2001-01-01,-0.2
Indonesia,Mean BMI-for-age, Total, 30 to 35 months old,Poor,Suburban,No education,2004-01-01,-0.3
Indonesia,Mean BMI-for-age, Total, 36 to 41 months old,Poor,Suburban,No education,2000-01-01,-0.1
Indonesia,Mean BMI-for-age, Total, 36 to 41 months old,Poor,Suburban,No education,2001-01-01,-0.2
Indonesia,Mean BMI-for-age, Total, 36 to 41 months old,Poor,Suburban,No education,2004-01-01,-0.5
Indonesia,Mean BMI-for-age, Total, 36 to 47 months old,Poor,Suburban,No education,2000-01-01,-0.2
Indonesia,Mean BMI-for-age, Total, 36 to 47 months old,Poor,Suburban,No education,2001-01-01,-0.2
Indonesia,Mean BMI-for-age, Total, 36 to 47 months old,Poor,Suburban,No education,2004-01-01,-0.4
Indonesia,Mean BMI-for-age, Total, 36 to 47 months old,Poor,Suburban,No education,2007-01-01,-0.1
Indonesia,Mean BMI-for-age, Total, 36 to 47 months old,Poor,Suburban,No education,2010-01-01,0.1
Indonesia,Mean BMI-for-age, Total, 36 to 47 months old,Poor,Suburban,No education,2013-01-01,-0.1
Indonesia,Mean BMI-for-age, Total, 42 to 47 months old,Poor,Suburban,No education,2000-01-01,-0.2
Indonesia,Mean BMI-for-age, Total, 42 to 47 months old,Poor,Suburban,No education,2001-01-01,-0.3
Indonesia,Mean BMI-for-age, Total, 42 to 47 months old,Poor,Suburban,No education,2004-01-01,-0.4
Indonesia,Mean BMI-for-age, Total, 48 to 53 months old,Poor,Suburban,No education,2000-01-01,-0.3
Indonesia,Mean BMI-for-age, Total, 48 to 53 months old,Poor,Suburban,No education,2001-01-01,-0.3
Indonesia,Mean BMI-for-age, Total, 48 to 53 months old,Poor,Suburban,No education,2004-01-01,-0.5
Indonesia,Mean BMI-for-age, Total, 48 to 59 months old,Poor,Suburban,No education,2000-01-01,-0.3
Indonesia,Mean BMI-for-age, Total, 48 to 59 months old,Poor,Suburban,No education,2001-01-01,-0.3
Indonesia,Mean BMI-for-age, Total, 48 to 59 months old,Poor,Suburban,No education,2004-01-01,-0.6
Indonesia,Mean BMI-for-age, Total, 48 to 59 months old,Poor,Suburban,No education,2007-01-01,-0.2
Indonesia,Mean BMI-for-age, Total, 48 to 59 months old,Poor,Suburban,No education,2010-01-01,0.0
Indonesia,Mean BMI-for-age, Total, 48 to 59 months old,Poor,Suburban,No education,2013-01-01,-0.1
Indonesia,Mean BMI-for-age, Total, 54 to 59 months old,Poor,Suburban,No education,2000-01-01,-0.4
Indonesia,Mean BMI-for-age, Total, 54 to 59 months old,Poor,Suburban,No education,2001-01-01,-0.4
Indonesia,Mean BMI-for-age, Total, 54 to 59 months old,Poor,Suburban,No education,2004-01-01,-0.6
Indonesia,Mean BMI-for-age, Total, 6 to 11 months old,Poor,Suburban,No education,2000-01-01,-0.3
Indonesia,Mean BMI-for-age, Total, 6 to 11 months old,Poor,Suburban,No education,2001-01-01,-0.3
Indonesia,Mean BMI-for-age, Total, 6 to 11 months old,Poor,Suburban,No education,2004-01-01,-0.5
Indonesia,Mean BMI-for-age, Total, 6 to 11 months old,Poor,Suburban,No education,2007-01-01,-0.1
Indonesia,Mean BMI-for-age, Total, 6 to 11 months old,Poor,Suburban,No education,2010-01-01,-0.0
Indonesia,Mean BMI-for-age, Total, 6 to 11 months old,Poor,Suburban,No education,2013-01-01,-0.2
Indonesia,Mean BMI-for-age, Total, Under 5 years old,Poor,Rural,No education,2004-01-01,-0.5
Indonesia,Mean BMI-for-age, Total, Under 5 years old,Poor,Rural,No education,2007-01-01,-0.1
Indonesia,Mean BMI-for-age, Total, Under 5 years old,Poor,Rural,No education,2010-01-01,-0.0
Indonesia,Mean BMI-for-age, Total, Under 5 years old,Poor,Rural,No education,2013-01-01,-0.1
Indonesia,Mean BMI-for-age, Total, Under 5 years old,Poor,Urban,No education,2004-01-01,-0.4
Indonesia,Mean BMI-for-age, Total, Under 5 years old,Poor,Urban,No education,2007-01-01,-0.1
Indonesia,Mean BMI-for-age, Total, Under 5 years old,Poor,Urban,No education,2010-01-01,0.1
Indonesia,Mean BMI-for-age, Total, Under 5 years old,Poor,Urban,No education,2013-01-01,-0.1
Indonesia,Mean BMI-for-age, Total, Under 5 years old,Poor,Suburban,No education,2000-01-01,-0.2
Indonesia,Mean BMI-for-age, Total, Under 5 years old,Poor,Suburban,No education,2001-01-01,-0.2
Indonesia,Mean BMI-for-age, Total, Under 5 years old,Poor,Suburban,No education,2004-01-01,-0.5
Indonesia,Mean BMI-for-age, Total, Under 5 years old,Poor,Suburban,No education,2007-01-01,-0.1
Indonesia,Mean BMI-for-age, Total, Under 5 years old,Poor,Suburban,No education,2010-01-01,0.1
Indonesia,Mean BMI-for-age, Total, Under 5 years old,Poor,Suburban,No education,2013-01-01,-0.1
Indonesia,Height-for-age <-2 SD (stunting), Female, Under 12 months old,Poor,Suburban,No education,2000-01-01,16.2
Indonesia,Height-for-age <-2 SD (stunting), Female, Under 12 months old,Poor,Suburban,No education,2001-01-01,16.0
Indonesia,Height-for-age <-2 SD (stunting), Female, Under 12 months old,Poor,Suburban,No education,2004-01-01,19.0
Indonesia,Height-for-age <-2 SD (stunting), Female, Under 24 months old,Poor,Suburban,No education,2000-01-01,28.6
Indonesia,Height-for-age <-2 SD (stunting), Female, Under 24 months old,Poor,Suburban,No education,2001-01-01,28.8
Indonesia,Height-for-age <-2 SD (stunting), Female, Under 24 months old,Poor,Suburban,No education,2004-01-01,21.6
Indonesia,Height-for-age <-2 SD (stunting), Female, Under 6 months old,Poor,Suburban,No education,2000-01-01,10.9
Indonesia,Height-for-age <-2 SD (stunting), Female, Under 6 months old,Poor,Suburban,No education,2001-01-01,10.6
Indonesia,Height-for-age <-2 SD (stunting), Female, Under 6 months old,Poor,Suburban,No education,2004-01-01,16.6
Indonesia,Height-for-age <-2 SD (stunting), Female, Under 6 months old,Poor,Suburban,No education,2007-01-01,26.3
Indonesia,Height-for-age <-2 SD (stunting), Female, Under 6 months old,Poor,Suburban,No education,2010-01-01,21.2
Indonesia,Height-for-age <-2 SD (stunting), Female, Under 6 months old,Poor,Suburban,No education,2013-01-01,19.8
Indonesia,Height-for-age <-2 SD (stunting), Female, 12 to 17 months old,Poor,Suburban,No education,2000-01-01,37.8
Indonesia,Height-for-age <-2 SD (stunting), Female, 12 to 17 months old,Poor,Suburban,No education,2001-01-01,35.8
Indonesia,Height-for-age <-2 SD (stunting), Female, 12 to 17 months old,Poor,Suburban,No education,2004-01-01,14.0
Indonesia,Height-for-age <-2 SD (stunting), Female, 12 to 23 months old,Poor,Suburban,No education,2000-01-01,42.9
Indonesia,Height-for-age <-2 SD (stunting), Female, 12 to 23 months old,Poor,Suburban,No education,2001-01-01,42.2
Indonesia,Height-for-age <-2 SD (stunting), Female, 12 to 23 months old,Poor,Suburban,No education,2004-01-01,23.9
Indonesia,Height-for-age <-2 SD (stunting), Female, 12 to 23 months old,Poor,Suburban,No education,2007-01-01,38.6
Indonesia,Height-for-age <-2 SD (stunting), Female, 12 to 23 months old,Poor,Suburban,No education,2010-01-01,37.5
Indonesia,Height-for-age <-2 SD (stunting), Female, 12 to 23 months old,Poor,Suburban,No education,2013-01-01,35.7
Indonesia,Height-for-age <-2 SD (stunting), Female, 18 to 23 months old,Poor,Suburban,No education,2000-01-01,49.8
Indonesia,Height-for-age <-2 SD (stunting), Female, 18 to 23 months old,Poor,Suburban,No education,2001-01-01,49.9
Indonesia,Height-for-age <-2 SD (stunting), Female, 18 to 23 months old,Poor,Suburban,No education,2004-01-01,42.1
Indonesia,Height-for-age <-2 SD (stunting), Female, 24 to 29 months old,Poor,Suburban,No education,2000-01-01,53.6
Indonesia,Height-for-age <-2 SD (stunting), Female, 24 to 29 months old,Poor,Suburban,No education,2001-01-01,52.6
Indonesia,Height-for-age <-2 SD (stunting), Female, 24 to 29 months old,Poor,Suburban,No education,2004-01-01,28.4
Indonesia,Height-for-age <-2 SD (stunting), Female, 24 to 35 months old,Poor,Suburban,No education,2000-01-01,54.7
Indonesia,Height-for-age <-2 SD (stunting), Female, 24 to 35 months old,Poor,Suburban,No education,2001-01-01,53.8
Indonesia,Height-for-age <-2 SD (stunting), Female, 24 to 35 months old,Poor,Suburban,No education,2004-01-01,32.1
Indonesia,Height-for-age <-2 SD (stunting), Female, 24 to 35 months old,Poor,Suburban,No education,2007-01-01,41.5
Indonesia,Height-for-age <-2 SD (stunting), Female, 24 to 35 months old,Poor,Suburban,No education,2010-01-01,41.1
